reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOGmGdVt6HVGRz9KmxnFg5q0ykZlF8atf3-HdNLRW1W5s9uxt7YcbE7SykKmYAbR0gx_h3NO60LBvcAUaw,Jordan Brunette,https://lh3.googleusercontent.com/-Q9hYQxrOKa0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclLw1UvQYC9FwC2v4eK7VW62jJ6DA/photo.jpg,Way over priced compared to the other sites,1,0,7.96 -- (hotfix/7.96),09,,
gp:AOqpTOGUyVZdFdgBsW9_cH8XzPeOXKqL18uLIFiiclrTZtt8XCkERNu-rLtCwMVCsHurELQPF2sIJlTi6-_2_g,Tequira Coles,https://lh3.googleusercontent.com/a-/AOh14Ghf7PmkADrXIGoi6ZZqxFN4uDLSihLwDcfUuyY7GOc,This app sucks && so does the store that I ordered from! Two hours and still no food. They gave me a refund and $25 coupon for a free meal that don't even work. First time using this app and I'm already done with them ! Update: Second time this week that my order was messed up. First time I received credits for it and this time I received nothing I have no way of getting in contact with customer service because it keeps giving me the run-around.,1,0,7.28 -- (HEAD),02,,
gp:AOqpTOHDMTBomD-1pAydbaFK4xHZpmo3vZ1frKnFSFtB945QVM3qe9w5wdpvNCaHE0PMwTyWUx3nOvGQS6zuww,Koventry Davis,https://lh3.googleusercontent.com/a-/AOh14GgjMspDAmN-PeeEepJoPlJhS5CQJNbPpQ3RRdh62iI,"I usually use ubereats, bitesquad etc no problem. Ordered from Grubhub took over 2 hours to get my food from taco bell which is like a 7 minute drive from my house. Ice was melted in the cups, the delivery person on the app was definitely not who delivered my food. I asked for a full refund and cancelation after waiting a hour, tried chat and I called. Got a 20% but I'll never use grubhub again so that doesn't really help.",1,0,7.98,05,,
gp:AOqpTOEJNXTTpQ265M6tDvXO4f-Z0PI0YuQ0YlQ_iO96oF3vOj1htyxiLF-ciUHKk6P2alXk4ljN8N45NH1IhQ,Mikey McCaskell,https://lh3.googleusercontent.com/a-/AOh14GhCnW3ozHS2yRYwRlsQ5n25bebL32BT1ca388zw,"I have tried to order food and it says there are no restaurants that deliver to me(not true at all). It is frustrating that there are no ""open times"". So far it seems that there is delivery after 5:30pm my time. My biggest irritation is that I have put in orders and then had it say the restaurant is closed so my order gets pushed back and pushed back. Last order took close to two hours when it stated that deliver time was 20 minutes. More consistency would be great.",1,0,7.98,02,,
gp:AOqpTOGfQUtxqYMOO9Y-6p-4GI3WxSIneJmckUm6cSdHfpLDrSACGLkjsqGToyM8MdCqTpBmzTi-FC7EoU_QSg,Hannah Mora,https://lh3.googleusercontent.com/a-/AOh14GgPl0O8RQ785n_bmsMf-jP6uNUpnWjEU8BHhiMTeQ,"Today is the first & last time I will use this service. I do not recommend GrubHub at all. My food was delayed 40 minutes because the driver was picking up multiple orders after he already pick up mine. Instead of delivering it to me right away. He drove 7 miles in the opposite direction. I had texted the driver after he missed my delivery window, then I got a notification that was my order was delayed because he picked up another order. My food was cold. Asked for refund. Never again.",1,0,7.98,02,,
gp:AOqpTOGfqabNfteabwi9KKGL6tE_Th-0nES2UuUzk9hLsU7O9fVDbJAbC-YMv7vUEXyynXeyCbye7_BuP5kgpA,Justin Littledeer,https://lh3.googleusercontent.com/-weMHTusznas/AAAAAAAAAAI/AAAAAAAACOE/AMZuuckov5wcglvn5mZZ1eB7ePq3kwujJQ/photo.jpg,"Terrible experience. Ordered lunch before I had to go to work and the driver didn't dispatch to pick up our food for over an hour. The driver then texted us he was on the way, only to mark our order delivered. He never called, texted, or showed up. Just completely ghosted us. We tried to call him multiple times, no answer. Called grubhub customer service and they tried to offer us 50 percent off for an order that never even showed up! Don't waste your time. Just go pick up the food yourself.",1,0,7.98,04,,
gp:AOqpTOGPV8zr6ldLnMqiwX2FrBHUz5qZ9NdDJWIAHCn7vmIIw9KFAWhrscvLQKM9c3wm6M4Dyh9N07q81T8tKA,Celesta Lewis-Martin,https://lh3.googleusercontent.com/-m-RKOZ5Zmp8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckEEG-DnVXSTu4IDeSraqqVO10V6A/photo.jpg,"If I could give less than one star I would. Grubhub drivers are unprofessional at best. My order was ready for 30 minutes while the driver sat in the same spot. I finally called him and he sounded higher than a kite. He said ""oh uh my bad sorry for the delay I'm headed to the restaurant now. I'll text you with an ETA when I get there"" then sat in the same spot for another 10 minutes. Customer service isnt doing anything about it either. Update: food will be coming almost 2 hours after I ordered",1,0,7.98,04,,
gp:AOqpTOHpZRiiC2KKfcS2CtwjnlcMsntLuhVfWP4nSvrCzqCTPnH8TZNZAyb4tcrMAawDekdQM0mQfEfMZIbiyA,geydfj Jones,https://lh3.googleusercontent.com/-56VFJB8dQ5g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucliHdpkOk7TJN6XS2ZN_GX-BV5iag/photo.jpg,"Order delayed multiple times. Thankfully the restaurant finally called me to inform me that my order has been sitting there for 30 min and no sign of the driver. Went and picked it up myself. I'm now home eating my food and my order still says ""in the works"" Wow. 🤦‍♂️Also the app's help section is not helpful. I started a help ""chat"" and was informed that I'm #99 in the queue. That number didn't change, nor did I receive a response the entire time I waited for my late delivery.",1,0,7.98,05,,
gp:AOqpTOGNTr8EGvz0V5sZG3vGDcLPB0HhY8VIoKIN7Vsh-WzWUVYSIF77-1enGoApoXAy5L7l6Z0hpgprTEbpAA,Triona W,https://lh3.googleusercontent.com/a-/AOh14GgnERiqu2JSHWjpLBVpQHiV8bMLoq5eb-dYTYUdMLU,"When attempting to order, I received both 422 and ""something went wrong"" errors. After trying to reach customer service via chat, I was told that there were 925 customers in front of me. Essentially, I'd be ordering breakfast on Saturday morning rather than dinner on Tuesday night. Sorry GrubHub, I thought that I'd try a new service, but nope. You lost a brand spankin' new customer - DoorDash it is.",1,0,7.98,05,,
gp:AOqpTOHIdd5Owfa7q9jb2gohcLL_1mRt6TsSZbxvsR2duP69J4N3QY710LNfBbaH6iiRSKSiQsfef58WOzXYiA,Tyler Tigges,https://lh3.googleusercontent.com/a-/AOh14GiNe4xAezricN9xrDgjz2iedXefa6jqS7Da_ITe,"First order using the app. Restaurant projected 45-50 minutes. After 2 hours we have yet to see our $110 order but it is marked as ""delivered."" Bad drivers are a thing, maybe its not the app's fault... Nope. There is no where to report that you never received your order. You cannot call to find out what happened or where it was possibly dropped off. You have to wait in line in an understaffed chat room only to hear that they will review the order and get back to you. Trash app. Use Doordash.",1,0,7.98,05,,
gp:AOqpTOH1TT-NsqKTkldapX5v9xmQznStfEu7hiD9AzmqxEnBukc2OYFkxGiSRK-XCkYmuKLb1wlwsWFbaSjx1Q,Rolando Garcia,https://lh3.googleusercontent.com/a-/AOh14Gh8mo4BYftatOm59Y5gnuMc1GTxA3IbBiFPBJyW,Door dash is faster a cheaper,1,0,7.98,06,,
gp:AOqpTOGyczeSyN5F-eC24PZMMSbpt9coGeR4N2KivB9LJExTxJq7MZ8aRpznAIEHn4DXdbgnQJJR2QibapcH5A,Stephanie Rosengrant,https://lh3.googleusercontent.com/-jazvu88lnLE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckHAX8qmBu2_H3PiS3aLRmZEIvRIQ/photo.jpg,"Our order went through and we were charged when (we found out after) the restaurant was closed. Our order was delayed multiple times, for a total of two hours, and it wasn't until our driver called GrubHub that we were able to find out the restaurant was closed. Then they tried to still charge us a $5 service fee for nothing. Customer service made us feel like a bother when we tried to get our money back. NOT customer friendly.",1,0,7.98,02,,
gp:AOqpTOGI4BLEeEEGZLtIK0Ac8Y9zZ_emwibX6ecoku1wQ6XYUBTGFYotd1ocI8KUHu9RSkjXdKAr8wW33odU9g,Lindsay Bing,https://lh3.googleusercontent.com/a-/AOh14GhmT6wbMGvocDbM0M0sZKHA2hR1j5R3kh-7wUdIfw,"Worst food delivery app I've downloaded. For my very first order, the order kept getting pushed back. Over hour later, no one had picked up my order yet. I called the restaurant and they said my order had been waiting for over half an hour. I called and messaged the grubhub customer care line to no avail, and even the people at the restaurant were calling to try to help me out. We were all just put on hold indefinitely and never got an answer. I finally got a refund, but don't download this app",1,0,7.98,05,,
gp:AOqpTOFvpaTMOYhVQ-ZilOFKwcOlhdmi554UOzuj1NQHu1f3HCeqax-V2ig43HwjWX1MdQMfnr3M-7M2d4QVxw,Kevin,https://lh3.googleusercontent.com/a-/AOh14GhJZOFRxocrYH9gnqClpL3cQOLvdx9m5RXAhhM6,"$12 meal becomes $25-30 after delivery fee, taxes and fees, and then a tip for driver. Not worth the time or money. I have no problem tipping +20% for the driver and taxes are a given, but to have a $5.99 delivery fee on top of another charge of $6.82 ($5.49 operating fee and $1.33 taxes) is a bit ridiculous. Total rip off when other delivery services are way cheaper.",1,0,7.98,06,,
gp:AOqpTOGTcwrfBRFMOVb45ZeKir6599c9MG07jKoZr0CQjqYZ5PaBiyHg4QMIwXM4yJkML209m9N8plmUUdM4eQ,Moni Mori,https://lh3.googleusercontent.com/-4tIgHjb_ATY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmVxUXBFGHvxGMTgK7R8Ht-s1SLpQ/photo.jpg,New update is very bad. Cant order anything because app keeps freezing while selecting order. Please fix this asap.,1,0,,02,,
gp:AOqpTOHhaMs1JyMemJ34ARrKrlNk3JjsqVPwFptFBxPlxUhC76OVsL6yuo3Xa3FiNPKSxL7OnAd6pvxuT3GSHQ,Janelle,https://lh3.googleusercontent.com/a-/AOh14GgRAitoegGQmwuwXc7RvRJhbcsgoGoWUqZz9-4RvQ,"I ordered food and never received tracking info. 30 minutes later I contacted customer service, they told me the restaurant didn't receive it. Ordered from a different restaurant. 30 minutes later, my driver told me the restaurant was closed- as in, permanently shut down. At this point, it was too late to order elsewhere. All they told me was ""We will improve this, here's 20% off."" Never using GrubHub again obviously. UPDATE: I used GrubHub again. Literally same issue...",1,0,7.98,09,,
gp:AOqpTOHcMCHGVIpg2yBbDtb6EW3tHJ9MxPnHEfMLErKy2OO9S5l97xrm2U5DJMfUHaPIWcSnT4ZwAqcuc94bIg,Amie Paggeot,https://lh3.googleusercontent.com/a-/AOh14GjBBDM6N4KeB0J1Dv-4TF2lTp_3gX49c7zGiEw7WA,"GrubHub needs to let their drivers unionize and pay them better to attract good workers. We've had a series of sub-par experiences with drivers but this recent experience takes the cake. The driver only picked up half the order, then LIED to us about going back to the restaurant to get the rest and said they didn't have the rest made. The restaurant called an hour later to ask why we didn't get the rest of the food. I've complained, but until they do better by their workers, go elsewhere.",1,0,7.98,02,,
gp:AOqpTOGkuYwLUl28yqIicuXcpv47Jmbv_ngrCAAjFZYddtc3P8xmgeXS6A0ur1VN-Q-bo9XGhYM1qEspGMa6uQ,Josh Bradley,https://lh3.googleusercontent.com/-042cVPVZqAQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckeFsVhVGy-giK351rjct6qOmdKcg/photo.jpg,"Horrible. Doordarsh will steal money from your account. Placed an order for food, which got canceled, and was informed my money would be refunded in 3 to 5 days. Guess I'm not eating. I hate companies who are comfortable using your money for their personal gain when they have provided no service. I will never use this app again, and I will inform everyone I know how Doordarsh fraudently withheld my money.",1,0,7.99,10,,
gp:AOqpTOGMJfIey8JPuTPhMAwZl0DhkZaLM9iTQrL3BZRZvzmDddmD6rv2WOPehk_XCPzBbR3pjLgciYfrb9H8pw,Mikayla Arce,https://lh3.googleusercontent.com/a-/AOh14GijknMy-qK7rVaulfUlB2E6y8Nmbk0Wa8oaV2t7,I give multiple chances and trials. Because i understand this is a hard time for everyone. But come on. All my orders passed 6pm ET always take an hour or longer to receive my food. Then when i do get it. Its cold. Ive ordered multiple times. Tonight. I ordered the same meal from you guys and Doordash. Doordash got mine to me 37 mins(and counting) before you guys. Im still waiting for my food from you. I still dont have a driver. This was the line for me guys.,1,0,7.99,08,We'll look into this issue for you. Please send us a note at +18775851085 so that we can follow up.,09
gp:AOqpTOFV5x5Y-hCcIK2k5-coezGlDwJu_KuK_h_0HrjS1_eBuT4MTE3e-CkSlsur91-DchHCDjeuGF0MrO9fGA,Mathew Betton,https://lh3.googleusercontent.com/-fSOx2spnwqk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnJdRsdxb4BMWIiYC5Esxe2bDW16A/photo.jpg,"So I gave an above average review, then 15 minutes before my order was scheduled to be delivered it was canceled. Could I have been notified some point the 45 minutes prior that food was not coming???? And my card was charged but it will take 5 days for a refund? Thankfully that did not set me back, but in the current economic climate that could definitely hurt some families out there. No notice No refund No customer care",1,0,7.98,06,,
gp:AOqpTOH8Enskle8-ue1ShU37F3THsK1t1RY7-Ehdryj69PnN-xpDoSgeqJVq6ZEqtlvj6RbverlCwjgZgS_iNA,Vicky Cody,https://lh3.googleusercontent.com/-IzW7mZe9PF4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIhYTiRTpdlHMHgBByWl3_YhVHCw/photo.jpg,"Not a good company to use. Pickup mean you pay then to order your food for you and for you to go pick it up yourself. NOT, for their driver to pick up and bring to you. And if you don't see this on their app or website, bc why would you think it would be their anyway, and you order through them you want get your money bk. They aren't a reputable business.",1,0,7.98,04,,
gp:AOqpTOEUDR8B1w-mHETNCUfiDez3IDGkpQmPjC62_oaZSwSidhL67jhZM8xh5ECwblvH-cDXFQW3woQrv87Gxw,Katherine M. Vinzant,https://lh3.googleusercontent.com/-9ab179xi-Ug/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucljkqi4VzcKbO8yu-1Uw-54rkYz3g/photo.jpg,"My first order was cancelled after I waited for almost three hours for my food to be delivered. They gave me a promo code for 20% off. Then when I tried to place an order a few days later, the promo code wouldn't work. None of the promo codes that I am supposed to be able to use on my first order would work because I had technically placed an order before, even though that order never made it to me. I will not be using GrubHub again.",1,1,7.99,09,,
gp:AOqpTOFfGEByb-0Xt9QQcBpzTloGuhjzvsfl0der-6iUbuaYdsQc-hBE8m0FseUlCBZgpxQrm-AUQcg5TAj-7Q,Sarah Wiseman,https://lh3.googleusercontent.com/a-/AOh14GheAUzBHuvQGFNuTVJQg0wMxsOUGVI25O_8JBbc,Our order was never picked up and as I'm typing this it is still sitting at the restaurant. From the bottom of my heart I say please do not use this device it is horrible. A driver has quit on me in the middle of his shift and many other instances with them it is mothers day and I wanted my mom to order her food and have a good day but Grubhub has ruined that by never even giving me a driver in the first place. It has been 2 hours since ordering my food and it has never come. Horrible service!!!,1,0,7.99,10,,
gp:AOqpTOF5tX-fiNQxdF2URoshb_3cAK1q1wxxnN5MOzBtl2_M4AKTwUs_SjUglcafONQgzQMjV8OhpmtjmJYmyA,ElevatorAl,https://lh3.googleusercontent.com/a-/AOh14Gim-eviE6vr7uIkfVuTZzQqbG7gbxFAA8eNPjeP,"So you place an order with a given delivery expectation time. Somehow, magically and at some point the time gets pushed out further. Watch the map/driver to see what is going on, the driver is within 5 minutes of my house and watch as the driver goes the exact opposite way, off the map (which you can't scroll out of your area), reappears and by the time the food arrives 15 minutes later it is cold and worthless. Sadly l left an above average tip beforehand. Pretty sure food was eaten too. Angry!",1,0,7.98,01,,
gp:AOqpTOFjCaqXFQU7fwpOMF_tR3Q8pC7gQmwRAYn4ojNyYuDqlOig7FzNVv9346vG31SmbKLyiyk8srF9xzzDSA,Ammon Padilla,https://lh3.googleusercontent.com/a-/AOh14GjL7jmEUbKrHFQDn2EN-DPmp9eWvIrtLH0WEGQgcw,"Every single time I have ordered off this app they have been at least 15 late. An hour should be more than enough time to deliver food but the last experience was the tipping point, I waited an hour and it got pushed back another hour and even after that they cancelled altogether. I'm hungry and I just wanted food. It's honestly better to get your own food and it's 15 bucks cheaper too.",1,1,7.98,05,,
gp:AOqpTOEhUHdSgcelNYxA18Oix5Mmwy2laiPT5kGQ3b3wCZLezpnuOZ7vbybELXMRLCRwGYS-N57QpcIySqzNPg,Lord D,https://lh3.googleusercontent.com/a-/AOh14GitX6IVgVrrMlAxPV-tGfNDjfWvPzbv8OSgRBoD,"I will never again use Grubhub. I placed an order for delivery, was billed and given a delivery time, and 2 hours later, still no food. The restaurant called when the driver didn't make the first pick up time, and was told they couldn't get ahold of anyone at Grubhub. Don't use them, my housemate had a horrible experience as well.",1,0,7.99,10,,
gp:AOqpTOEJ0NrKRf9qMlJvDXMhQveW71wZaMaEyxhfWP_W8LId5rV5FOsohANinAcGjXnxx3sNvkvN1bXCmcycVw,Cheyenne M,https://lh3.googleusercontent.com/-c7dAFbWGBuc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmk8PQ5PDF4kA6wZ41U02nQqFOqvw/photo.jpg,"First try using this and had a terrible experience. The restaurant called us to say our food was ready but there was no assigned driver. So we tried to cancel our order, because our estimated delivery time was another 45 min, but couldn't. We went to go pick up our food and we are driving home, 30 minutes earlier than our estimated arrival time.",1,0,7.99,10,,
gp:AOqpTOEAoUTU-zQUgesbsVjp9bZymwiJGnBCCJJjtpKn2vPuX_2LgvAUPYL9hn4p-yyP3zkLzYNskL0P_A-7WQ,Victoria Vang,https://lh3.googleusercontent.com/a-/AOh14GjdV8U83wHFNfG119aTtayQuB7o6MYY0cedbHbGFg,"Horrible service, my orders kept getting delayed. I ordered biscuits, not only was it delayed for an hour + but my driver was nowhere near the restaurant. And then a few minutes later, my order was cancelled and refunded, with no explanation as to why. Also ordered from McDonalds, 10 piece nuggets meal and an Oreo McFlurry, took TWO hours to get to my house and on top of that, didn't give me any driver updates nor could I track them. My food was cold. Extremely disappointed. Doordash is better.",1,0,7.98,10,,
gp:AOqpTOGC3xeWNcnvirm4bSnNlqJdLSROex78hItWyH_jHMEKgiqJdO9NhRgK52BKzAMVFbxhQ00HC-EihN6EOg,T. Augustus Romer,https://lh3.googleusercontent.com/a-/AOh14GgDCBbv9UIlcj6_57fde1gZ-N9a_3SIl9GvU0g3uw,"This company is a sham. 2/3 of the time, I don't even get my meal. They tell me I have to spend with them in order to get at least 50% back. The other 1/3 is the meal i receive looks meddled with as far as me paying such a high price for something that's has a subpar quantity and not what was NOT advertised. GrubHub will collapse, I assure you.",1,0,7.98,09,,
gp:AOqpTOFCCfW_OrOFIC3F0WyExQGeLsxsuYG-Y7SjuxmZwGKUnSKlBJKIeVsNdpajZyn3MErh-8wQMN9gQQDFPg,mischief1824,https://lh3.googleusercontent.com/a-/AOh14GjYbWb6kmGhWXKCbBcpbQDg3RWGWVjnxlpS0jDbzw,"I have never had a good experience with Grubhub. So far every time I have ordered using them, food is hours late. I promise you it's not the restaurants themselves as one was a KFC that can turn out food easily, and the other was a restaurant where people who stood in line like usual were able to order and leave before my order was ready. I implore you to use Doordash and Postmates, even uber eats before this. They are far more reliable.",1,0,7.98,06,,
gp:AOqpTOHYncEnucpPsFNvljbW29reK7s947L5hpPqZU-SosTz-3FnApTMMffNtM1cgiEO9G6xA4proq0u-l6WbQ,Raven Knight,https://lh3.googleusercontent.com/-SDII4nDGsIE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclhkJrURyI0lWXDU7YhWlIDEsIXhg/photo.jpg,Absolutely avoid this app. Failed deliveries back to back on expensive over priced service. Will never use again will never share my information again..,1,1,,09,,
gp:AOqpTOHYA9GNU1dAgO8MV8tF6SSWYRMRYmCwuc4CfbQdbhg9pvos5utwKn58tfG7--xHP53rLRrNLqwIcX7XnQ,chris taylor,https://lh3.googleusercontent.com/-suc2WqmHT8Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckkfDkAwLSf6STFqyAZLboOfS_tfg/photo.jpg,Put in order app said it would be at my place in 35-45 minutes. 50 minutes later the restaurant calls to ask me where my driver is! They tell me they will reach out to driver because they are closing soon. 30 mins later driver texts me tells me they are outside restaurant and its closed. I called customer service and they cancelled my order and said it would take 3-5 business days to give me my money back and only 15% off my next order. 2nd time and last time this happened.,1,1,7.98,03,,
gp:AOqpTOGAHsPMbY5QUC8BjDXX5ZtebZCbGZYOlYRxLrqG0NU3mgqfOiF01VBzha0mThvFNFfVt7VXKsOnQFh1cQ,Ryan Hauser,https://lh3.googleusercontent.com/-YE31XnccuaA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl-MRB86GAfA3B3LJkjjkJts7eHoQ/photo.jpg,A ton of order are cancelled after waiting 30+ minutes,1,0,7.80,09,,
gp:AOqpTOGPBOccFOJItQjGIaHlKqgDZCGUBr7uITQvIGBHjP8RbEEQoUxvjn4ypj-6Jwp4pO-kU8o_ia6AEEkEJw,Sean Dugan,https://lh3.googleusercontent.com/-P9LKST2jq4s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclj0_QCeJm55U_d1ff2OwxwU9EtnA/photo.jpg,It keeps showing popeyes and wont find another restaurant but popeyes,1,0,7.98,04,,
gp:AOqpTOGLkmH4KsCTFbc-C8DWHikZJtecvjE-VPbH3Zw-UrOt3NSTq7QPehvZbRqLm0NPYG2lF8OVVpUFAaD9sw,TheCustardShark,https://lh3.googleusercontent.com/a-/AOh14GiPhFTjhdNEoKj-U_IrRaoQOOK8cErqRqtgL9htDg,"I've tried this service multiple times and every single time there was something wrong. My last order was completely wrong, gave me things I didn't order and only one that I did order but it wasn't correct. And I was told it will take a week for my refund to go through and they ""couldn't"" send me the correct order. Completely incompetent.",1,0,7.98,09,,
gp:AOqpTOHzFWqly-fH9Hb9iqLjAlTgZbEwIDuJi5DXSjMk8zDfuKpTMa7InmPv0NRADEgAdq9ALcPUIyCcOVQZ7w,Tracy Pacheco,https://lh3.googleusercontent.com/a-/AOh14GjICBu0Eu2WAcvehXblTQVMlz2CN5vJHy40B_4YzQ,I was over charged. I go to get help the person heyde could not help me. He said all he could do was send me to another department. My order was 41.94 my card was charged 50.33. He said all he saw was 41.94. Then he asked if there was anything else he could help me with. I messaged him 3 times and got no response. He just left me with unanswered questions.,1,0,7.99,07,,
gp:AOqpTOFSQXgfvkAH7-MFw-7XaL1TJM3ApuZ1OQ7yRks0ewj88EKmmaqhFj1L2Zr9zi_zzklwvTLoX1u4zDku-w,Zach Lee,https://lh3.googleusercontent.com/a-/AOh14GjPgB9hv3j77qSEatTwROXTPwmLxkGf6Jwe8c1jucg,Awful app Doesn't register my house on a map and it won't let me manually type it in. Don't install this,1,0,,02,,
gp:AOqpTOFDYHU48x7khIXEBrXzIm1qxwOfPR-VH3rXZKEBag30MI6WWG3HRKHVDeKkXDEZh8d2g2APSGgGUNhpiQ,Marissa Cooper,https://lh3.googleusercontent.com/-IM14_mjJV_g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclxi-VUWisUB0IjS71QE5vknQUuRA/photo.jpg,It won't let me check out and I been having trouble with this dang app,1,0,7.89,01,,
gp:AOqpTOGjeoYqe3X4e2608eQdeZFelzm3zFLrod84lafoUr-IADew35N5IY5JO4J8Xc9n9qQ_sDiY-I1Lflk7tQ,Richard,https://lh3.googleusercontent.com/a-/AOh14GhfRD6iNqktgSKvUz2koptJopTjcojHCbE44AR2QVk,Multiple instances of extremely late orders and orders cancelled long after the promised delivery time. Don't use these guys...,1,0,7.98,05,,
gp:AOqpTOGD_duZ6BphzXTVHIqTHdzo1SLsPvYSprcTmlpd3o2mtysS8UFoKdR_ToE_tPiOCT5DRxGfLKZw56Y5zA,Brenda Allen,https://lh3.googleusercontent.com/-sgMNROD37I8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnLHnl_BBBWo2j6OoXQU5qatspN4A/photo.jpg,WILL NEVER USE AGAIN! I would give zero stars if I could. Screwed up both orders. Driver stole our entrees one time. Second time their system went down and we got charged even though restuarant never received order. Told refund in 3 to 5 business days. Fifth day had to call customer service to locate our refund. Call center in India very thick accent. Was told AGAIN they would refund both in 3 to 5 business days. Had to go thru my bank for refund.,1,0,7.99,07,,
gp:AOqpTOF5NEGLGXCPlZSsK7pB3W3jaO_iyY9BGYThk4ctLfr2HpOiuKdINEPjpFuQPBbtJjZQyjpJzIHMYhXR0Q,Caeden is a Memer,https://lh3.googleusercontent.com/a-/AOh14GinDogx8j2jM_-dmLWfAae4B8j4rgK0pfPXy4tTRcg,"Used them and spent tons of money several times but when an order was messed up the agent explained to me that they ""have no procedure"" for redelivery. They don't fix a mess up or resend what was missing or messed up. That is bogus for a service that wants you to pay for the delivery plus tip 20%.",1,0,7.98,04,,
gp:AOqpTOEA283Bu3LSQreQ50Wxc5b53hGMVGj_3LIvSL7EtR0T3jEaJK-o-nHpS2sI70mZgduVPsOtsx79MjY5qQ,Benjamin Walter,https://lh3.googleusercontent.com/-WcP158z44Ks/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucluqkCCWqpp0jeH-g5T6ptLgOR5DA/photo.jpg,"I have no problem with the eateries I have ordered from or the app. My problem is with Grubhub itself. I ordered on 3 different occasions with about the same results. First order ever, I was quoted an hour. Over 2 hrs later and 2 drivers later, I finally received my food. Second order was also longer than quoted, food was hot and driver was apologetic. Third order was timely delivery, however not one item on my order was correct (restaurant sorted me out themselves). Contact me Grubhub!!!",1,0,7.98,06,,
gp:AOqpTOG1NGmOvXFZX6ZpeBDEE81gSA_U9AsTxmH9yQjTq_rAt_56YbmtMYPq_AYhZwZSE6URHjhExMgpC8P6bw,katie pope,https://lh3.googleusercontent.com/-x8hTKJFLTEM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnw8pdvre6REqVZF7Am--fEVp_uLg/photo.jpg,"I wish i could give negative stars! I will never order thru here again. Almost 2 hrs after i placed my order, they call and tell me that the place i ordered from was closed when the driver got their. I placed my order almost an hour b4 the place closed. It takes them 2 hrs to call and all they say is ""ur order has been canceled, sorry for the inconvenience""",1,0,7.99,07,,
gp:AOqpTOHVjR3tekco60zMgWghcuHg2qCxdMqrmaUUMnNgYO0c4nTNAnUhbwdsr7xsq2Erv-3m-0JtddAj0MDpEg,Cody Wyoming,https://lh3.googleusercontent.com/a-/AOh14GjfSixcmNVmjEcqM1ZgJh6lyHGkj-H3g1a8ekn8KA,Poorly organized and doesnt notify you when order canceled.,1,0,7.96 -- (hotfix/7.96),01,,
gp:AOqpTOH3-76kGO7v64ROVGqFQa2UMbewn28moEhEEFdHRAVPFjpG1PaKYdc6c4dS2o6UGu14_MT1PeHKrkp9Pw,Noah Coughlan,https://lh3.googleusercontent.com/a-/AOh14Gjrs92AVBwhmRYrepL25JT1_SpNOt52eDtgaNaOTw,I'd give 0 stars if I could. Probably the worst of the food delivery service apps there is. Driver stole the dinner from my family. Customer service could only credit me with their stupid credit codes in $25 increments. Wth am I supposed to do with that when you allow only 1 code per order?! Impossible to reorder dinner and my only recourse is to wait 3-5 business days for my card to get refunded. Despicable.,1,0,7.98,05,,
gp:AOqpTOHnr58I9ZCyNfySIXEqODMYKsFdvXYq8-PvSqtjiBRZohyrbyVz8NHyGQ9bxpLeESl2mt3YKkI5N3xdlg,JESSE SMOOT,https://lh3.googleusercontent.com/-1PSAnnAiwPU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckIQL8arllow_yTkiiS7zo4o7gTGA/photo.jpg,Waited 2 hours for my food it was not delivered and no sorry. Im trying it one more time im hungry and i work hard risking my life to live and i get little enjoyment out of life. And i cant even get a reason why it was canceled. That very bad to make the people that pay your bills and put food on your table. No respect.,1,0,7.98,05,,
gp:AOqpTOG0p-eghatU9zWVMZCHPxIXofB7ac1T2uFacFMUSVc53Jnl5ZK0-v_g7QHIvHV4dWecozYoGdWX6ux04w,Ma M,https://lh3.googleusercontent.com/a-/AOh14GiZvUX_CTUD2-U9qlXXFZH77V1m6eS7N8QTs6sp,"I was trying to try something different than doordash so I decided to try Grubhub. After I place 20 minutes I placed my first order I got an email and text stating my order has been canceled by the restaurant. 15 minutes later for some reason the restaurant called me to tell me they are just making my food, I explained them that since the ordered was canceled by them I ordered from a new restaurant. I Was told the restaurant never canceled the order but Grubhub. It was a bad experience",1,0,7.99,10,,
